#{"t_start": 1756308190.024125, "env_id": "ALE/Breakout-v5"}
r,l,t
56.0,1337,16963.812641
33.0,834,16964.863113
47.0,1214,16966.392512
50.0,1860,16968.756732
34.0,923,16969.908052
46.0,1092,16971.287081
16.0,731,16972.208658
46.0,1078,16973.545477
32.0,1053,16974.847931
40.0,1096,16976.208868
44.0,1096,16977.56635
53.0,1328,16979.225349
53.0,1186,16980.697156
49.0,1428,16982.472186
61.0,1385,16984.192583
42.0,1206,16985.694713
46.0,1101,16987.082583
28.0,896,16988.215898
28.0,1291,16989.849545
36.0,942,16991.019118
43.0,976,16992.22706
44.0,941,16993.393313
36.0,953,16994.596294
49.0,1233,16996.140435
62.0,1314,16997.784008
48.0,1076,16999.153725
31.0,1516,17001.050031
46.0,1186,17002.535178
30.0,650,17003.351867
33.0,1160,17004.805257
54.0,1296,17006.425074
57.0,1468,17008.258441
43.0,1192,17009.768761
32.0,946,17010.945748
36.0,1048,17012.238692
27.0,746,17013.160681
31.0,880,17014.272274
37.0,1072,17015.625353
57.0,1297,17017.257809
30.0,997,17018.514673
16.0,673,17019.363683
42.0,1016,17020.645555
19.0,720,17021.55092
74.0,1550,17023.497722
58.0,1581,17025.49141
28.0,745,17026.42818
37.0,1098,17027.811006
31.0,959,17029.013993
29.0,928,17030.18788
43.0,1389,17031.910844
13.0,472,17032.50493
28.0,849,17033.574191
39.0,1041,17034.880439
22.0,813,17035.905113
40.0,1076,17037.255197
24.0,902,17038.392108
27.0,912,17039.542209
31.0,927,17040.725496
50.0,1244,17042.286852
54.0,1723,17044.436381
31.0,970,17045.663755
27.0,851,17046.72829
28.0,1987,17049.205174
17.0,682,17050.076524
15.0,621,17050.860952
22.0,749,17051.808601
52.0,1024,17053.097204
48.0,1182,17054.585001
36.0,927,17055.759803
33.0,982,17056.997607
40.0,1088,17058.361712
27.0,813,17059.386583
40.0,1108,17060.800307
31.0,987,17062.036476
40.0,957,17063.239127
63.0,1377,17064.965312
29.0,827,17066.00796
21.0,971,17067.229431
41.0,986,17068.466098
38.0,1345,17070.156403
38.0,989,17071.421152
29.0,958,17072.619666
21.0,789,17073.613211
52.0,1197,17075.11444
39.0,956,17076.320436
30.0,829,17077.364141
46.0,1249,17078.923106
30.0,964,17080.123147
44.0,973,17081.348968
58.0,1271,17082.94043
29.0,763,17083.898557
29.0,894,17085.010837
35.0,2323,17087.90561
45.0,865,17088.990732
48.0,928,17090.138629
43.0,970,17091.369812
20.0,735,17092.295851
18.0,838,17093.349842
17.0,592,17094.098464
55.0,1841,17096.418424
43.0,1373,17098.137126
27.0,974,17099.363228
24.0,862,17100.452289
44.0,1450,17102.306882
66.0,1646,17104.372835
42.0,854,17105.447817
50.0,1384,17107.191004
23.0,859,17108.269289
26.0,732,17109.194465
44.0,1067,17110.533048
57.0,1768,17112.76283
34.0,1126,17114.177475
27.0,791,17115.173391
58.0,1448,17116.998878
33.0,722,17117.905545
32.0,1034,17119.20393
21.0,612,17119.973525
48.0,1339,17121.670664
35.0,1172,17123.138752
25.0,897,17124.259704
34.0,1068,17125.596423
25.0,776,17126.577144
45.0,1240,17128.130423
31.0,1000,17129.383173
44.0,1072,17130.724032
33.0,964,17131.94258
23.0,818,17132.964474
15.0,613,17133.733895
33.0,799,17134.734721
34.0,959,17135.931473
24.0,679,17136.789162
31.0,888,17137.896577
21.0,761,17138.848052
24.0,877,17139.947856
30.0,1009,17141.214631
25.0,607,17141.990099
34.0,1090,17143.354216
28.0,812,17144.372206
29.0,875,17145.469192
26.0,916,17146.618582
36.0,1073,17147.964787
24.0,760,17148.91876
49.0,1184,17150.406211
49.0,1140,17151.859344
32.0,1028,17153.148463
16.0,699,17154.028343
28.0,657,17154.852134
23.0,821,17155.87483
35.0,1037,17157.172084
25.0,869,17158.264024
34.0,1021,17159.548765
27.0,882,17160.661206
48.0,1118,17162.078109
17.0,670,17162.917404
34.0,1039,17164.211569
36.0,1043,17165.517964
24.0,726,17166.435381
24.0,1003,17167.697533
32.0,987,17168.934843
24.0,696,17169.81254
48.0,1248,17171.381292
39.0,965,17172.607547
63.0,1150,17174.043247
43.0,1361,17175.747421
31.0,956,17176.949068
16.0,615,17177.729552
32.0,916,17178.880615
53.0,1277,17180.479086
34.0,1004,17181.738247
50.0,1364,17183.454313
31.0,934,17184.610194
24.0,859,17185.685317
27.0,1016,17186.961304
30.0,1051,17188.287635
31.0,1110,17189.683348
24.0,664,17190.517485
18.0,575,17191.238823
55.0,1377,17192.981204
27.0,915,17194.132165
18.0,497,17194.761318
37.0,1383,17196.503473
39.0,927,17197.685896
45.0,1088,17199.055229
18.0,722,17199.963814
22.0,583,17200.695009
51.0,1254,17202.266891
58.0,1398,17204.039618
36.0,936,17205.217265
31.0,1390,17206.952751
34.0,1070,17208.307478
40.0,1135,17209.738028
21.0,655,17210.56407
33.0,946,17211.756454
40.0,1355,17213.495241
34.0,1141,17214.93238
31.0,901,17216.06492
27.0,692,17216.937989
44.0,1053,17218.276996
30.0,737,17219.200813
35.0,1076,17220.551756
63.0,1504,17222.425547
36.0,1195,17223.945213
20.0,688,17224.812693
44.0,1746,17226.995398
27.0,999,17228.238562
47.0,1061,17229.570525
34.0,758,17230.520386
31.0,845,17231.57798
37.0,1004,17232.843592
32.0,1083,17234.223975
33.0,1035,17235.518593
32.0,1009,17236.775094
27.0,952,17237.966105
47.0,1375,17239.687418
25.0,944,17240.865738
7.0,492,17241.480018
31.0,773,17242.457836
32.0,1023,17243.760359
26.0,1013,17245.035962
30.0,938,17246.216757
19.0,837,17247.27346
25.0,866,17248.367012
46.0,1092,17249.742628
39.0,1060,17251.064431
27.0,939,17252.244084
31.0,1291,17253.878347
48.0,1346,17255.563033
24.0,958,17256.761287
37.0,1369,17258.481081
18.0,763,17259.448835
50.0,1287,17261.067382
39.0,1025,17262.362222
37.0,950,17263.551917
35.0,928,17264.741822
26.0,626,17265.533596
32.0,1148,17266.971411
43.0,1205,17268.481547
30.0,1134,17269.9178
36.0,731,17270.842151
20.0,579,17271.572481
13.0,615,17272.349879
44.0,1282,17273.957052
44.0,1249,17275.5593
35.0,999,17276.819636
30.0,1076,17278.174447
53.0,1537,17280.100813
41.0,1137,17281.525699
46.0,1267,17283.105808
28.0,1029,17284.418216
25.0,884,17285.532151
36.0,1128,17286.939913
43.0,858,17288.013973
38.0,1248,17289.57271
25.0,693,17290.44836
37.0,1188,17291.928603
61.0,1645,17293.984632
40.0,1640,17296.041235
26.0,770,17297.008431
33.0,2371,17299.958859
24.0,719,17300.853422
30.0,816,17301.872161
26.0,975,17303.098365
42.0,1002,17304.356548
40.0,975,17305.576492
33.0,1281,17307.17523
25.0,996,17308.428403
56.0,1198,17309.939838
23.0,968,17311.156317
24.0,832,17312.208676
59.0,1095,17313.589922
35.0,689,17314.462915
23.0,822,17315.513222
52.0,1188,17317.008343
30.0,1421,17318.795453
30.0,1010,17320.075502
20.0,857,17321.1523
33.0,777,17322.139946
51.0,1534,17324.059025
33.0,780,17325.052413
51.0,1203,17326.578412
36.0,1119,17327.985068
27.0,811,17329.00595
42.0,1050,17330.329782
31.0,720,17331.234132
50.0,1200,17332.736114
15.0,884,17333.848753
13.0,596,17334.595417
29.0,934,17335.781978
20.0,830,17336.812862
31.0,1101,17338.187586
46.0,1195,17339.668589
38.0,1405,17341.420199
19.0,816,17342.435979
52.0,1083,17343.787344
60.0,1585,17345.775848
48.0,1251,17347.33146
30.0,925,17348.486262
45.0,1151,17349.916961
26.0,898,17351.041182
50.0,1319,17352.68767
39.0,1212,17354.212583
44.0,1042,17355.548572
45.0,1186,17357.047004
52.0,1300,17358.687391
33.0,1286,17360.300592
48.0,1123,17361.712092
59.0,1350,17363.39558
43.0,1085,17364.756743
23.0,927,17365.937926
65.0,1276,17367.531781
37.0,1157,17368.960015
18.0,702,17369.830053
43.0,1057,17371.14569
19.0,888,17372.257864
36.0,1328,17373.912005
66.0,1503,17375.796796
40.0,1234,17377.367621
17.0,701,17378.245556
29.0,897,17379.372089
37.0,1138,17380.804554
36.0,946,17382.003442
31.0,944,17383.186956
47.0,1139,17384.605278
49.0,1135,17386.060149
27.0,917,17387.212174
32.0,1052,17388.529109
43.0,1173,17390.00337
17.0,627,17390.794564
43.0,971,17392.021961
42.0,1134,17393.441008
41.0,1106,17394.832875
18.0,801,17395.844768
32.0,889,17396.982977
27.0,826,17398.023518
44.0,1546,17399.947293
37.0,1040,17401.245607
20.0,780,17402.228833
30.0,979,17403.4598
37.0,1003,17404.721618
53.0,1303,17406.359634
55.0,1173,17407.829103
40.0,1271,17409.415
57.0,1226,17410.945283
69.0,1271,17412.535423
27.0,922,17413.692209
35.0,1018,17414.980286
23.0,843,17416.039124
64.0,1634,17418.107703
48.0,1180,17419.58411
42.0,1158,17421.034412
38.0,988,17422.279479
29.0,1019,17423.554681
53.0,2149,17426.22819
31.0,1014,17427.517988
37.0,1292,17429.137208
34.0,985,17430.369162
63.0,1445,17432.194863
28.0,936,17433.366515
34.0,955,17434.561624
47.0,1362,17436.258873
32.0,644,17437.086869
33.0,880,17438.200125
36.0,1079,17439.550941
32.0,921,17440.691712
21.0,613,17441.461761
23.0,782,17442.452153
24.0,827,17443.488354
25.0,745,17444.423194
50.0,1343,17446.102675
48.0,1093,17447.496485
26.0,1201,17448.998697
36.0,1101,17450.368471
17.0,644,17451.181342
65.0,1518,17453.095339
54.0,1335,17454.774902
47.0,1163,17456.237891
42.0,1108,17457.646298
44.0,964,17458.860886
30.0,1030,17460.153869
16.0,669,17460.995886
19.0,743,17461.928313
31.0,938,17463.107308
45.0,862,17464.18452
29.0,865,17465.272433
51.0,1216,17466.791692
26.0,567,17467.506102
59.0,1428,17469.297222
47.0,1123,17470.686314
29.0,938,17471.848311
15.0,585,17472.581234
20.0,678,17473.429425
28.0,1049,17474.742588
43.0,933,17475.90817
33.0,834,17476.956473
65.0,1353,17478.663744
45.0,1263,17480.255059
37.0,1038,17481.55658
33.0,1576,17483.538706
33.0,1018,17484.817577
49.0,1601,17486.824371
43.0,1083,17488.192584
34.0,1005,17489.45449
31.0,1065,17490.792243
46.0,1117,17492.194701
34.0,903,17493.332903
56.0,1338,17495.000065
25.0,848,17496.05736
44.0,1253,17497.620751
31.0,850,17498.701545
31.0,913,17499.84948
29.0,769,17500.822889
53.0,1165,17502.292228
34.0,822,17503.327434
66.0,1310,17504.967039
41.0,976,17506.184249
38.0,1485,17508.042344
29.0,1007,17509.31229
67.0,1353,17511.00529
34.0,1232,17512.546104
34.0,921,17513.704703
24.0,745,17514.640041
51.0,952,17515.829813
31.0,950,17517.019065
32.0,1225,17518.575459
36.0,1037,17519.873782
31.0,1490,17521.741614
27.0,838,17522.793061
30.0,974,17524.02406
20.0,767,17524.993884
50.0,1296,17526.629188
30.0,497,17527.256124
27.0,900,17528.384038
21.0,886,17529.520546
20.0,649,17530.341647
22.0,698,17531.218174
25.0,746,17532.161903
17.0,611,17532.93232
21.0,649,17533.756538
29.0,991,17534.997156
53.0,1373,17536.710181
35.0,996,17537.955116
32.0,1041,17539.26768
30.0,761,17540.22307
67.0,1457,17542.053689
17.0,499,17542.680901
36.0,1095,17544.062367
50.0,940,17545.227767
18.0,748,17546.167298
31.0,857,17547.227154
41.0,972,17548.432514
25.0,810,17549.487277
41.0,1264,17551.070123
39.0,978,17552.293811
30.0,853,17553.365069
41.0,1027,17554.654625
44.0,1191,17556.14728
22.0,1375,17557.864733
47.0,1086,17559.232324
47.0,1360,17560.931761
49.0,1005,17562.190522
34.0,909,17563.326895
43.0,897,17564.464481
38.0,1043,17565.775757
16.0,690,17566.642593
13.0,570,17567.356558
35.0,845,17568.40834
20.0,944,17569.596119
48.0,1091,17570.958424
29.0,1030,17572.241503
30.0,869,17573.340277
56.0,1307,17574.987845
42.0,1132,17576.412714
29.0,2182,17579.146277
45.0,1020,17580.452452
47.0,1423,17582.234944
42.0,1070,17583.575565
42.0,1027,17584.862927
34.0,1102,17586.247298
23.0,780,17587.229352
16.0,662,17588.065869
49.0,1202,17589.574191
38.0,1143,17591.021369
14.0,627,17591.814982
39.0,1396,17593.566473
13.0,490,17594.181377
22.0,688,17595.05252
26.0,666,17595.892845
23.0,702,17596.774093
38.0,1155,17598.2181
47.0,1135,17599.644933
25.0,895,17600.77902
62.0,1719,17602.921432
23.0,753,17603.866841
32.0,1095,17605.242239
47.0,1197,17606.743603
28.0,1010,17608.007283
59.0,1638,17610.061493
48.0,1273,17611.68103
70.0,1459,17613.511249
72.0,1592,17615.518492
49.0,1205,17617.037719
35.0,892,17618.162412
26.0,791,17619.157483
23.0,708,17620.045013
46.0,1331,17621.728515
28.0,931,17622.902922
36.0,1293,17624.518472
50.0,1269,17626.12504
40.0,1063,17627.467455
43.0,1116,17628.876529
26.0,780,17629.856903
51.0,1208,17631.384989
32.0,994,17632.625795
32.0,1011,17633.904855
40.0,904,17635.033159
66.0,1319,17636.69242
38.0,915,17637.841541
35.0,1001,17639.107719
29.0,783,17640.095735
54.0,1394,17641.867094
46.0,1375,17643.580643
34.0,986,17644.819725
32.0,880,17645.928518
31.0,1108,17647.31516
46.0,1047,17648.629066
50.0,1262,17650.217341
36.0,1100,17651.638623
41.0,1178,17653.106789
49.0,980,17654.333128
33.0,1008,17655.578478
40.0,1199,17657.064949
34.0,920,17658.202365
39.0,1272,17659.770592
44.0,1118,17661.18226
22.0,985,17662.419387
39.0,1001,17663.662417
38.0,1423,17665.432346
61.0,1371,17667.149968
38.0,2354,17670.064366
38.0,849,17671.129601
41.0,1149,17672.566507
41.0,1166,17674.01851
42.0,1158,17675.462504
29.0,941,17676.64091
33.0,888,17677.747455
40.0,1229,17679.277314
40.0,1041,17680.575731
37.0,1265,17682.155952
26.0,903,17683.296705
30.0,818,17684.332753
43.0,969,17685.554197
56.0,1314,17687.212111
38.0,1059,17688.551013
48.0,1106,17689.943971
21.0,714,17690.846758
23.0,749,17691.80035
57.0,1338,17693.460479
43.0,1076,17694.797209
56.0,1215,17696.312386
28.0,850,17697.380633
46.0,1084,17698.73415
35.0,1008,17699.997103
30.0,1081,17701.348583
51.0,1364,17703.073216
26.0,964,17704.279248
61.0,1319,17705.933008
68.0,1269,17707.517434
18.0,594,17708.263874
30.0,1025,17709.548874
10.0,465,17710.13163
67.0,1601,17712.141132
56.0,1445,17713.96529
32.0,805,17714.983596
18.0,601,17715.743685
32.0,1020,17717.034169
38.0,1653,17719.126042
45.0,884,17720.236375
45.0,1326,17721.891675
31.0,791,17722.888489
28.0,1105,17724.278772
34.0,1037,17725.575808
32.0,1105,17726.964762
60.0,1309,17728.617398
36.0,867,17729.70808
36.0,1038,17731.017475
26.0,712,17731.909851
46.0,2118,17734.557644
46.0,838,17735.602963
39.0,1066,17736.943236
13.0,585,17737.693256
75.0,1582,17739.686865
60.0,1289,17741.307734
47.0,1091,17742.70988
34.0,1153,17744.16924
34.0,977,17745.388554
26.0,823,17746.416032
27.0,879,17747.520216
58.0,1359,17749.222528
30.0,663,17750.051152
33.0,1474,17751.901388
23.0,813,17752.941522
43.0,1024,17754.232217
31.0,1176,17755.708721
32.0,1049,17757.023714
38.0,1191,17758.523552
23.0,2536,17761.695061
12.0,557,17762.398118
38.0,1002,17763.67409
29.0,764,17764.634214
23.0,827,17765.680852
31.0,1139,17767.107982
35.0,914,17768.260209
47.0,1133,17769.687856
36.0,1031,17770.985633
25.0,1004,17772.239349
18.0,793,17773.250848
41.0,1136,17774.664622
42.0,1006,17775.909956
45.0,845,17776.954685
35.0,1024,17778.225469
21.0,704,17779.102757
26.0,762,17780.06048
40.0,898,17781.190346
36.0,1089,17782.554292
53.0,1161,17784.024601
12.0,509,17784.666109
21.0,767,17785.624933
56.0,1373,17787.346971
40.0,1260,17788.925482
40.0,1422,17790.701431
40.0,1126,17792.107007
44.0,1032,17793.404404
32.0,893,17794.530643
42.0,873,17795.616921
30.0,1072,17796.950592
41.0,1087,17798.313737
32.0,732,17799.240007
42.0,1237,17800.785201
17.0,695,17801.657026
28.0,928,17802.818537
49.0,934,17804.003261
21.0,798,17805.010546
36.0,1071,17806.352887
39.0,1205,17807.855572
41.0,910,17809.00194
24.0,923,17810.166646
29.0,1031,17811.46407
51.0,1303,17813.101848
48.0,1420,17814.896392
39.0,902,17816.025772
32.0,966,17817.233857
45.0,1169,17818.69897
47.0,1113,17820.099459
23.0,702,17820.988333
37.0,1051,17822.314191
13.0,564,17823.029698
40.0,1020,17824.327047
40.0,1127,17825.752802
31.0,959,17826.95561
78.0,1598,17828.951025
36.0,934,17830.128592
45.0,1226,17831.66413
37.0,1072,17833.006761
30.0,701,17833.879432
41.0,1027,17835.170585
31.0,913,17836.31303
42.0,1068,17837.643243
27.0,850,17838.699242
62.0,1160,17840.153706
42.0,984,17841.389133
26.0,1018,17842.668314
21.0,686,17843.534399
41.0,1001,17844.811305
47.0,1001,17846.069533
32.0,1080,17847.427438
27.0,1263,17849.005866
36.0,941,17850.187035
43.0,1057,17851.510128
48.0,2628,17854.800182
14.0,623,17855.587047
36.0,1489,17857.455686
35.0,1062,17858.792621
43.0,1037,17860.107697
53.0,1219,17861.629944
21.0,799,17862.624079
39.0,1167,17864.080814
45.0,931,17865.270063
26.0,834,17866.308816
32.0,792,17867.291201
15.0,647,17868.110781
51.0,1119,17869.515443
26.0,1195,17871.012549
24.0,812,17872.027538
56.0,1430,17873.827283
48.0,1155,17875.283223
14.0,620,17876.056901
47.0,1311,17877.69858
15.0,604,17878.46288
28.0,942,17879.653631
43.0,1227,17881.213598
40.0,1103,17882.575759
40.0,1188,17884.068478
39.0,999,17885.338936
58.0,1375,17887.058336
59.0,1453,17888.886505
42.0,1116,17890.298914
41.0,867,17891.388864
22.0,655,17892.214336
34.0,1494,17894.08402
16.0,427,17894.626608
65.0,1395,17896.372973
21.0,705,17897.245444
53.0,804,17898.240214
50.0,1105,17899.621226
44.0,871,17900.72271
49.0,1180,17902.200686
30.0,822,17903.230319
60.0,1711,17905.384488
36.0,1060,17906.718954
23.0,1662,17908.785283
25.0,615,17909.551996
28.0,1344,17911.231347
48.0,1102,17912.619955
17.0,672,17913.465664
50.0,1344,17915.157086
27.0,977,17916.393433
38.0,999,17917.645144
27.0,837,17918.690953
36.0,781,17919.664894
10.0,459,17920.242241
16.0,714,17921.136459
31.0,1016,17922.39825
39.0,986,17923.622897
37.0,982,17924.853321
22.0,798,17925.862427
28.0,1079,17927.209421
17.0,674,17928.048548
36.0,929,17929.209363
30.0,842,17930.260617
26.0,803,17931.268846
36.0,989,17932.51444
19.0,710,17933.416034
32.0,865,17934.50576
35.0,891,17935.629659
40.0,984,17936.901114
21.0,1076,17938.228585
44.0,1167,17939.683121
16.0,561,17940.390745
31.0,841,17941.446076
49.0,1221,17942.972719
25.0,760,17943.926285
33.0,1903,17946.309663
42.0,1111,17947.703194
37.0,918,17948.857831
27.0,839,17949.911211
29.0,1079,17951.280813
20.0,836,17952.332767
35.0,799,17953.336892
36.0,865,17954.425096
17.0,696,17955.302124
30.0,914,17956.476933
43.0,972,17957.698467
25.0,721,17958.600767
42.0,1144,17960.026662
36.0,1145,17961.459703
41.0,1019,17962.733001
42.0,1062,17964.05883
51.0,1432,17965.842675
44.0,1123,17967.261081
21.0,618,17968.03638
64.0,1451,17969.846047
37.0,1128,17971.252926
34.0,1097,17972.632482
32.0,1010,17973.905701
41.0,1125,17975.316872
23.0,954,17976.515975
26.0,1181,17978.00927
28.0,1019,17979.286302
35.0,1016,17980.555839
16.0,684,17981.411551
46.0,1274,17983.017567
29.0,1156,17984.462672
49.0,1129,17985.874293
31.0,782,17986.87043
31.0,854,17987.940781
17.0,598,17988.698567
27.0,815,17989.722771
41.0,766,17990.687217
39.0,1018,17991.981552
20.0,581,17992.714201
43.0,1079,17994.065446
40.0,1109,17995.456108
30.0,1000,17996.714432
39.0,1534,17998.660558
33.0,1070,18000.008823
42.0,1047,18001.324293
29.0,994,18002.578004
58.0,1339,18004.25175
37.0,1060,18005.585545
28.0,783,18006.567143
36.0,861,18007.6638
19.0,636,18008.460326
31.0,953,18009.650666
19.0,774,18010.621284
49.0,1519,18012.528594
37.0,1036,18013.827984
49.0,1514,18015.699736
56.0,1169,18017.144309
53.0,1214,18018.669313
31.0,787,18019.657103
40.0,1169,18021.11827
42.0,1174,18022.59812
38.0,1076,18023.942902
30.0,896,18025.060638
35.0,1042,18026.360926
28.0,885,18027.471425
40.0,968,18028.689889
37.0,917,18029.843172
57.0,1206,18031.347785
27.0,764,18032.306696
26.0,1119,18033.72126
34.0,1108,18035.118871
45.0,909,18036.264444
46.0,1227,18037.823376
36.0,999,18039.076998
28.0,874,18040.17059
52.0,1374,18041.887172
51.0,1228,18043.430322
31.0,1111,18044.8202
30.0,917,18045.969558
28.0,761,18046.921897
23.0,715,18047.819724
21.0,761,18048.773583
38.0,1007,18050.037271
40.0,2086,18052.641041
25.0,867,18053.73712
22.0,758,18054.690526
26.0,1540,18056.61427
25.0,806,18057.625527
46.0,1200,18059.168011
42.0,1180,18060.643221
22.0,908,18061.78393
45.0,1156,18063.231458
26.0,630,18064.025059
43.0,1186,18065.509837
33.0,768,18066.472594
88.0,1524,18068.383228
21.0,581,18069.114259
46.0,1239,18070.670449
33.0,825,18071.701642
48.0,1097,18073.075152
27.0,869,18074.176404
38.0,1102,18075.552201
44.0,1172,18077.026727
34.0,967,18078.244932
40.0,1075,18079.614096
22.0,888,18080.722086
41.0,979,18081.955402
41.0,970,18083.176834
41.0,1272,18084.778781
50.0,1322,18086.435328
24.0,889,18087.544015
35.0,1252,18089.119847
35.0,1456,18090.937923
47.0,1119,18092.339505
46.0,1113,18093.737445
48.0,1335,18095.402366
29.0,1033,18096.69513
30.0,1208,18098.202927
48.0,1024,18099.506413
39.0,1043,18100.813962
29.0,894,18101.93784
21.0,778,18102.909771
48.0,1201,18104.419797
29.0,1161,18105.858435
28.0,849,18106.913767
45.0,997,18108.167079
43.0,1183,18109.651479
27.0,829,18110.679575
63.0,1485,18112.520583
34.0,1077,18113.855289
37.0,1101,18115.225142
24.0,705,18116.101267
24.0,928,18117.251581
39.0,955,18118.432666
25.0,845,18119.499879
59.0,1366,18121.200532
21.0,781,18122.179274
40.0,1123,18123.580027
36.0,1083,18124.939877
24.0,836,18125.98153
47.0,1093,18127.352602
31.0,749,18128.298976
51.0,1027,18129.601904
37.0,1001,18130.849182
33.0,964,18132.050853
16.0,534,18132.720437
25.0,772,18133.686002
42.0,1077,18135.038102
35.0,1402,18136.792899
34.0,1060,18138.122532
32.0,820,18139.146724
74.0,1505,18141.047561
35.0,935,18142.216258
24.0,1057,18143.539595
43.0,2698,18146.899596
41.0,1318,18148.552902
35.0,749,18149.494051
37.0,1201,18151.006991
20.0,708,18151.896293
45.0,1177,18153.374872
57.0,1070,18154.714119
57.0,1334,18156.399074
79.0,1841,18158.700722
49.0,1290,18160.340348
59.0,1288,18161.936004
43.0,956,18163.118332
30.0,943,18164.284002
24.0,704,18165.15843
35.0,929,18166.31035
27.0,805,18167.307416
13.0,581,18168.028919
28.0,757,18168.96066
52.0,1200,18170.458246
43.0,1157,18171.901859
37.0,1007,18173.167161
19.0,802,18174.178274
33.0,1104,18175.574531
35.0,795,18176.577251
19.0,730,18177.502609
40.0,980,18178.732694
55.0,1524,18180.639433
46.0,1121,18182.044236
25.0,963,18183.255005
38.0,1019,18184.530362
27.0,1296,18186.158627
21.0,787,18187.148729
29.0,795,18188.149161
26.0,703,18189.037719
62.0,1442,18190.865985
49.0,1349,18192.553207
50.0,1072,18193.895025
22.0,1130,18195.30984
31.0,742,18196.248446
32.0,1018,18197.52272
43.0,1118,18198.924573
65.0,1396,18200.687954
43.0,1596,18202.684038
60.0,1199,18204.183182
41.0,1034,18205.480688
36.0,940,18206.660245
39.0,954,18207.852955
35.0,1024,18209.132442
49.0,1360,18210.854863
46.0,1259,18212.437608
39.0,1284,18214.041479
29.0,945,18215.224824
48.0,910,18216.399116
22.0,777,18217.378316
58.0,1279,18218.987545
8.0,418,18219.516105
45.0,1177,18220.993238
35.0,1071,18222.342943
34.0,924,18223.496358
26.0,828,18224.531543
29.0,1055,18225.84881
25.0,833,18226.893963
37.0,1110,18228.278963
36.0,950,18229.471934
61.0,2083,18232.097177
45.0,884,18233.213325
42.0,1236,18234.774144
39.0,1188,18236.282161
41.0,933,18237.456224
31.0,930,18238.628917
21.0,913,18239.769318
35.0,1014,18241.04427
47.0,991,18242.311031
37.0,984,18243.545454
17.0,662,18244.376967
31.0,840,18245.437797
30.0,828,18246.482766
48.0,1109,18247.869837
24.0,847,18248.930876
40.0,1181,18250.404607
28.0,767,18251.370877
35.0,1094,18252.746901
23.0,872,18253.835131
53.0,1357,18255.534272
44.0,1132,18256.963718
60.0,1384,18258.703045
36.0,1177,18260.181515
56.0,1499,18262.065158
39.0,1016,18263.336908
65.0,1498,18265.208595
38.0,1077,18266.556228
32.0,1075,18267.921636
23.0,771,18268.894268
32.0,1008,18270.157072
48.0,1154,18271.600674
14.0,654,18272.442939
73.0,1525,18274.366791
47.0,1459,18276.198136
41.0,1147,18277.64954
41.0,1053,18278.973989
26.0,754,18279.925533
26.0,1155,18281.382186
33.0,1946,18283.837025
39.0,1207,18285.355499
35.0,1046,18286.663125
24.0,812,18287.684922
31.0,925,18288.847361
37.0,1308,18290.483284
28.0,928,18291.646723
25.0,819,18292.702389
13.0,589,18293.443654
19.0,614,18294.211564
39.0,982,18295.43959
56.0,1549,18297.37847
26.0,680,18298.230606
36.0,1205,18299.742724
33.0,1194,18301.241277
52.0,1308,18302.911832
28.0,707,18303.799545
26.0,842,18304.851875
52.0,1105,18306.239937
43.0,914,18307.386645
30.0,974,18308.608889
20.0,750,18309.536834
42.0,1144,18310.96922
41.0,1192,18312.461985
57.0,1410,18314.259636
66.0,1362,18315.953305
15.0,670,18316.789998
56.0,1240,18318.334386
42.0,1065,18319.651547
45.0,1301,18321.262766
49.0,1139,18322.679192
39.0,1170,18324.160736
57.0,1293,18325.787988
39.0,1488,18327.647373
21.0,696,18328.543301
38.0,1067,18329.881542
56.0,1400,18331.643062
32.0,861,18332.72881
36.0,1122,18334.168133
47.0,1367,18335.877256
42.0,1056,18337.203102
45.0,1057,18338.540111
36.0,812,18339.56319
11.0,478,18340.168108
36.0,1013,18341.434311
33.0,917,18342.581482
37.0,980,18343.841465
51.0,1451,18345.67023
31.0,932,18346.847086
39.0,1026,18348.135244
24.0,843,18349.192674
75.0,1630,18351.226381
36.0,1176,18352.6978
18.0,701,18353.596887
23.0,788,18354.582262
40.0,2278,18357.401527
34.0,925,18358.569685
27.0,688,18359.436088
21.0,787,18360.425502
49.0,1163,18361.878782
44.0,1169,18363.340962
30.0,932,18364.505518
28.0,783,18365.476379
40.0,991,18366.706647
46.0,1220,18368.230821
47.0,1261,18369.822347
23.0,796,18370.823961
24.0,810,18371.839146
66.0,1432,18373.639365
56.0,1188,18375.142852
50.0,1256,18376.713175
31.0,1269,18378.297383
48.0,1315,18379.942187
26.0,852,18381.005425
47.0,940,18382.185022
29.0,1017,18383.455475
45.0,2554,18386.662845
32.0,1190,18388.150874
36.0,940,18389.335471
25.0,913,18390.463987
56.0,1486,18392.313148
35.0,1055,18393.633554
18.0,609,18394.417477
36.0,1827,18396.694202
37.0,919,18397.850738
38.0,1086,18399.220274
21.0,736,18400.151516
33.0,987,18401.392246
45.0,1291,18403.019361
34.0,878,18404.13078
17.0,585,18404.87532
31.0,823,18405.901298
48.0,1155,18407.347498
22.0,670,18408.187006
18.0,657,18409.013139
19.0,822,18410.048346
26.0,871,18411.140154
19.0,1245,18412.705443
72.0,1576,18414.708163
46.0,1182,18416.183017
43.0,1168,18417.639631
34.0,965,18418.851464
28.0,901,18419.991592
19.0,746,18420.931669
25.0,922,18422.0901
15.0,415,18422.611003
